Date,RV_1min,RV_5min,OT,RV_30min
2008/6/6,0.000444175,0.000121081,6.83E-05,3.14E-05
2008/6/9,0.00056961,0.000143151,9.59E-05,6.62E-05
2008/6/10,0.000622478,0.000114576,5.03E-05,8.12E-06
2008/6/11,0.000471564,8.25E-05,4.37E-05,1.68E-05
2008/6/12,0.000624576,0.000139615,5.38E-05,7.06E-06
2008/6/13,0.000705134,0.000139545,4.76E-05,1.76E-05
2008/6/16,0.000467534,0.000141776,8.89E-05,5.96E-05
2008/6/17,0.000345597,3.97E-05,2.13E-05,4.71E-06
2008/6/18,0.000432047,9.04E-05,4.87E-05,2.08E-05
2008/6/19,0.000836031,0.000110844,7.11E-05,2.97E-05
2008/6/20,0.000467188,5.85E-05,2.35E-05,8.76E-06
2008/6/23,0.000419686,0.000112549,5.98E-05,2.66E-05
2008/6/24,0.000479844,8.78E-05,6.26E-05,3.21E-05
2008/6/25,0.000471173,8.87E-05,4.35E-05,2.11E-05
2008/6/26,0.000832152,0.000244057,0.000109542,6.07E-05
2008/6/27,0.000975677,0.000239876,0.000157732,3.34E-05
2008/6/30,0.000552455,0.000118462,5.32E-05,1.95E-05
2008/7/1,0.001044986,0.000185204,0.000114553,4.94E-05
2008/7/2,0.000656787,6.62E-05,2.72E-05,7.67E-06
2008/7/3,0.001089667,0.000192204,0.000112816,9.09E-05
2008/7/7,0.000887154,0.000153198,8.88E-05,4.13E-05
2008/7/8,0.001166808,0.000206293,0.000143986,3.59E-05
2008/7/9,0.000793963,0.000141876,4.47E-05,8.98E-06
2008/7/10,0.001964235,0.000387455,0.000228308,5.71E-05
2008/7/11,0.001444629,0.000255294,0.000122073,3.43E-05
2008/7/14,0.001326148,0.000314427,0.000174574,7.89E-05
2008/7/15,0.001897908,0.00025913,0.000100199,5.26E-05
2008/7/16,0.001193429,0.000324647,0.000102189,2.21E-05
2008/7/17,0.001025614,0.000170656,7.88E-05,3.56E-05
2008/7/18,0.000908535,0.000164642,0.000126603,3.36E-05
2008/7/21,0.00081606,0.000156294,5.76E-05,1.82E-05
2008/7/22,0.000841547,0.000162282,9.43E-05,1.37E-05
2008/7/23,0.001354893,0.000251029,0.000105197,3.57E-05
2008/7/24,0.002097283,0.000646184,0.000408213,0.000302124
2008/7/25,0.000881369,0.00016771,5.23E-05,2.01E-05
2008/7/28,0.000707558,0.000159913,8.86E-05,6.60E-05
2008/7/29,0.001148916,0.000208644,9.50E-05,3.61E-05
2008/7/30,0.000753309,0.000144135,7.81E-05,6.67E-06
2008/7/31,0.000756584,0.000161259,6.78E-05,1.82E-05
2008/8/1,0.000840941,0.000156908,0.000106482,4.64E-05
2008/8/4,0.001187845,0.00010659,6.15E-05,1.69E-05
2008/8/5,0.000425872,6.85E-05,3.54E-05,1.12E-05
2008/8/6,0.000503794,0.000133981,7.96E-05,2.23E-05
2008/8/7,0.000600177,7.14E-05,2.45E-05,1.05E-05
2008/8/8,0.000657498,8.89E-05,4.85E-05,1.43E-05
2008/8/11,0.001977534,0.00043975,0.000208992,4.16E-05
2008/8/12,0.000938921,0.000134118,7.23E-05,2.52E-05
2008/8/13,0.001119929,0.000197766,8.65E-05,4.50E-05
2008/8/14,0.000579414,0.000106044,2.79E-05,7.64E-06
2008/8/15,0.00072959,0.000114054,4.86E-05,1.86E-05
2008/8/18,0.000492942,8.54E-05,4.31E-05,1.44E-05
2008/8/19,0.000631532,0.000123428,7.51E-05,2.55E-05
2008/8/20,0.000592158,0.000144094,6.75E-05,1.32E-05
2008/8/21,0.000585615,9.27E-05,4.69E-05,1.34E-05
2008/8/22,0.000421636,8.78E-05,4.35E-05,2.16E-05
2008/8/25,0.00045112,0.000101747,6.37E-05,2.95E-05
2008/8/26,0.000306092,4.69E-05,1.65E-05,6.36E-06
2008/8/27,0.000414456,9.90E-05,5.66E-05,1.84E-05
2008/8/28,0.000348954,8.40E-05,4.35E-05,1.15E-05
2008/8/29,0.000266493,4.27E-05,2.81E-05,1.27E-05
2008/9/2,0.000636626,0.000133976,6.65E-05,7.50E-06
2008/9/3,0.0006214,0.000124855,6.34E-05,2.33E-05
2008/9/4,0.000536877,0.000140924,7.80E-05,2.86E-05
2008/9/5,0.00078908,0.000187117,9.88E-05,1.33E-05
2008/9/8,0.001353636,0.000442255,0.00022497,0.000101561
2008/9/9,0.000672835,0.000151982,9.13E-05,1.68E-05
2008/9/10,0.001044428,0.000253358,9.14E-05,4.81E-05
2008/9/11,0.001268652,0.000300098,0.000156218,8.53E-05
2008/9/12,0.0010974,0.000335105,0.000103644,3.49E-05
2008/9/15,0.00110877,0.000175152,0.000106649,9.51E-06
2008/9/16,0.001532441,0.000356437,0.000230725,5.09E-05
2008/9/17,0.002140176,0.000491011,0.000232621,5.45E-05
2008/9/18,0.002542937,0.00046142,0.000224229,4.69E-05
2008/9/19,0.005198397,0.000809031,0.00039709,0.000224611
2008/9/22,0.001277675,0.000408317,0.000163288,5.12E-05
2008/9/23,0.001428674,0.00037823,0.000179447,6.68E-05
2008/9/24,0.00134406,0.000260823,0.000134296,3.63E-05
2008/9/25,0.000987229,0.000247543,0.000102368,2.44E-05
2008/9/26,0.001198695,0.000273641,9.35E-05,2.56E-05
2008/9/29,0.007333966,0.001590182,0.000968907,0.000631594
2008/9/30,0.001839326,0.000422404,0.000181644,4.82E-05
2008/10/1,0.001743858,0.000290657,0.000134071,3.74E-05
2008/10/2,0.002470414,0.000393175,0.000175016,2.44E-05
2008/10/3,0.003436822,0.000787692,0.000372171,0.000247607
2008/10/6,0.004612535,0.000847844,0.000318042,0.000106657
2008/10/7,0.005201099,0.001274019,0.000605552,0.000267459
2008/10/8,0.009599287,0.001231426,0.000516318,0.000198411
2008/10/9,0.005267712,0.000998505,0.000493455,0.000125148
2008/10/10,0.013461188,0.003291165,0.002150057,0.0002187
2008/10/13,0.001878642,0.00035155,0.000260123,7.99E-05
2008/10/14,0.007829167,0.001762353,0.000920698,0.000621411
2008/10/15,0.004410592,0.000936624,0.000425821,0.000143693
2008/10/16,0.008855371,0.002280703,0.001313174,0.000463445
2008/10/17,0.004045664,0.000830958,0.000522547,0.000207747
2008/10/20,0.002418446,0.000437615,0.000250855,0.000137874
2008/10/21,0.002379015,0.000641128,0.000360812,7.03E-05
2008/10/22,0.003745143,0.000656936,0.000336623,0.000143667
2008/10/23,0.008972212,0.001511059,0.000928651,0.0002524
2008/10/24,0.008493089,0.001511437,0.000933973,0.000223454
2008/10/27,0.00410166,0.000826374,0.000258888,4.83E-05
2008/10/28,0.003972878,0.001084523,0.000554259,0.000258087
2008/10/29,0.005318027,0.00123354,0.000744295,0.000239044
2008/10/30,0.002928939,0.000385545,0.000202066,5.59E-05
2008/10/31,0.002156119,0.000423296,0.00022482,4.42E-05
2008/11/3,0.001148779,0.000230648,0.000112414,6.16E-05
2008/11/4,0.002127924,0.000453751,0.000122216,2.47E-05
2008/11/5,0.002238075,0.000553997,0.00031768,7.87E-05
2008/11/6,0.003047212,0.000495985,0.000193631,5.53E-05
2008/11/7,0.002388761,0.000462946,0.000321909,0.000114158
2008/11/10,0.002582037,0.000853575,0.000276791,0.000113602
2008/11/11,0.00253003,0.000575488,0.000291742,6.68E-05
2008/11/12,0.002870851,0.000552628,0.000315579,8.19E-05
2008/11/13,0.005414262,0.000953962,0.000567277,9.30E-05
2008/11/14,0.004300155,0.000845687,0.000378857,8.24E-05
2008/11/17,0.003375897,0.000732901,0.00032428,5.80E-05
2008/11/18,0.004435663,0.000824451,0.000299593,9.16E-05
2008/11/19,0.002637969,0.000530696,0.000246165,3.89E-05
2008/11/20,0.007209326,0.001397913,0.00075876,0.000186555
2008/11/21,0.006076557,0.000892093,0.000332628,9.47E-05
2008/11/24,0.004635583,0.000974884,0.00041433,0.000172792
2008/11/25,0.003765989,0.000880789,0.000427677,0.00014235
2008/11/26,0.002710391,0.000514291,0.000170878,6.62E-05
2008/11/28,0.001077151,0.000145737,5.92E-05,2.42E-05
2008/12/1,0.003312867,0.000704443,0.000358234,0.000135957
2008/12/2,0.003277212,0.000747964,0.000400636,0.000110327
2008/12/3,0.004720681,0.000980412,0.000451606,0.000196315
2008/12/4,0.003524811,0.000519911,0.000249728,3.82E-05
2008/12/5,0.003629036,0.000783658,0.000399822,0.00012973
2008/12/8,0.002422052,0.000461603,0.000138053,3.09E-05
2008/12/9,0.002378987,0.000450305,0.000222767,0.000107485
2008/12/10,0.00252749,0.00072561,0.000220404,5.79E-05
2008/12/11,0.001294382,0.000196533,5.82E-05,1.14E-05
2008/12/12,0.002341257,0.000455436,0.000295158,7.35E-05
2008/12/15,0.001544071,0.000386943,0.000171342,4.71E-05
2008/12/16,0.001919079,0.000388934,0.000188621,3.92E-05
2008/12/17,0.001420637,0.000285422,0.000205017,7.74E-05
2008/12/18,0.001353141,0.000384913,0.0001682,8.73E-05
2008/12/19,0.001018085,0.000283415,0.000181359,2.45E-05
2008/12/22,0.001104205,0.000280894,0.000175829,1.62E-05
2008/12/23,0.000568903,0.000126744,7.07E-05,2.61E-05
2008/12/24,0.00015028,1.57E-05,1.03E-05,1.51E-06
2008/12/26,0.000622363,7.75E-05,3.43E-05,1.00E-05
2008/12/29,0.000603052,0.000133458,6.85E-05,3.81E-05
2008/12/30,0.00051151,0.000111111,6.18E-05,2.28E-05
2008/12/31,0.000589474,0.000115668,5.96E-05,2.53E-05
2009/1/2,0.000709915,0.000209966,0.000145106,9.57E-05
2009/1/5,0.001377365,0.000250134,0.000148772,3.87E-05
2009/1/6,0.000816993,0.000199709,0.000132714,3.98E-05
2009/1/7,0.000621852,0.000151277,4.45E-05,9.08E-06
2009/1/8,0.000795239,0.000158765,9.01E-05,3.39E-05
2009/1/9,0.001078988,0.000296667,0.000128388,4.85E-05
2009/1/12,0.000918499,0.000152791,8.00E-05,1.27E-05
2009/1/13,0.00130624,0.000253291,0.00015677,2.97E-05
2009/1/14,0.00089646,0.000213178,0.000109258,3.94E-05
2009/1/15,0.002283175,0.000532639,0.00023366,0.000101949
2009/1/16,0.001704373,0.000346194,0.000167751,4.13E-05
2009/1/20,0.001489362,0.000377386,0.000246717,5.69E-05
2009/1/21,0.001506571,0.000387588,0.000206659,0.000109844
2009/1/22,0.001805911,0.000428856,0.000288724,0.000160471
2009/1/23,0.002388345,0.000688436,0.000403057,0.000104452
2009/1/26,0.001321091,0.000280716,0.000155946,0.000114498
2009/1/27,0.001262008,0.000321448,0.000147097,4.52E-05
2009/1/28,0.0013892,0.000247182,0.000128372,1.31E-05
2009/1/29,0.001506779,0.000326732,0.000184323,7.13E-05
2009/1/30,0.001453508,0.000314189,0.00019469,8.62E-05
2009/2/2,0.001342576,0.000296978,0.000173721,8.37E-05
2009/2/3,0.00090905,0.000195134,0.000127355,7.51E-05
2009/2/4,0.000802944,0.000203944,0.000103324,2.15E-05
2009/2/5,0.000925196,0.000168602,0.000107207,5.07E-05
2009/2/6,0.000946237,0.000214953,8.47E-05,3.84E-05
2009/2/9,0.000887213,0.000130267,5.59E-05,2.01E-05
2009/2/10,0.001088507,0.000271811,0.00015807,9.01E-05
2009/2/11,0.000952275,0.000259549,0.000149447,3.92E-05
2009/2/12,0.001275594,0.000244031,0.000100645,2.94E-05
2009/2/13,0.00071287,0.000163519,6.59E-05,2.53E-05
2009/2/17,0.000917761,0.000200621,7.78E-05,4.51E-05
2009/2/18,0.00108403,0.00025448,0.000127674,3.66E-05
2009/2/19,0.000807048,0.000208066,8.26E-05,4.48E-05
2009/2/20,0.001255891,0.000374431,6.12E-05,2.11E-05
2009/2/23,0.000958911,0.000238232,0.000130933,7.99E-05
2009/2/24,0.000903542,0.000189656,9.85E-05,4.11E-05
2009/2/25,0.001290206,0.000303253,0.000118597,5.47E-05
2009/2/26,0.001083656,0.000321239,0.000188663,3.70E-05
2009/2/27,0.001485102,0.00030139,0.000126635,5.42E-05
2009/3/2,0.001102768,0.00024785,0.000151152,6.87E-05
2009/3/3,0.001315844,0.000325066,0.000171894,4.26E-05
2009/3/4,0.001112595,0.00024816,0.000119666,4.11E-05
2009/3/5,0.001112076,0.000227297,0.000132191,2.11E-05
2009/3/6,0.001416784,0.000263772,0.000171126,4.90E-05
2009/3/9,0.001772461,0.000234558,0.000124176,7.49E-05
2009/3/10,0.000913768,0.000147317,6.51E-05,1.50E-05
2009/3/11,0.001703894,0.00045853,8.89E-05,2.59E-05
2009/3/12,0.001001606,0.000227825,7.52E-05,2.45E-05
2009/3/13,0.00064838,9.42E-05,5.20E-05,1.68E-05
2009/3/16,0.000705119,0.000179102,9.73E-05,4.84E-05
2009/3/17,0.00091076,0.00020448,7.62E-05,2.65E-05
2009/3/18,0.001467899,0.000268221,0.000141313,4.00E-05
2009/3/19,0.000656368,9.79E-05,5.43E-05,9.42E-06
2009/3/20,0.000420651,7.46E-05,3.86E-05,2.06E-05
2009/3/23,0.000458875,0.000101027,5.53E-05,2.71E-05
2009/3/24,0.00059409,0.000127071,4.56E-05,1.23E-05
2009/3/25,0.000869804,0.000149507,5.53E-05,2.27E-05
2009/3/26,0.001005897,0.000145477,8.74E-05,3.05E-05
2009/3/27,0.000777097,0.000171831,7.27E-05,3.33E-05
2009/3/30,0.000703003,0.000153917,0.000111559,2.65E-05
2009/3/31,0.000507624,0.000141867,9.01E-05,6.76E-05
2009/4/1,0.000735675,0.000139948,7.42E-05,2.99E-05
2009/4/2,0.000857698,0.000156244,7.11E-05,2.59E-05
2009/4/3,0.000542862,0.00010753,6.28E-05,3.56E-05
2009/4/6,0.00053956,0.000155575,0.000102115,4.90E-05
2009/4/7,0.000545679,0.000138902,7.00E-05,1.79E-05
2009/4/8,0.000509912,0.000115153,5.96E-05,1.43E-05
2009/4/9,0.000325473,6.44E-05,3.24E-05,1.69E-05
2009/4/13,0.000488125,0.000148236,9.79E-05,4.00E-05
2009/4/14,0.000491754,9.11E-05,6.09E-05,1.32E-05
2009/4/15,0.000767479,0.000223264,0.000161723,3.96E-05
2009/4/16,0.000566892,0.000130884,6.23E-05,2.51E-05
2009/4/17,0.000581269,9.77E-05,4.98E-05,1.82E-05
2009/4/20,0.000568413,0.000123258,5.78E-05,2.30E-05
2009/4/21,0.000503172,9.13E-05,3.66E-05,6.07E-06
2009/4/22,0.000659603,0.000171764,7.18E-05,3.62E-05
2009/4/23,0.000587442,0.000150622,6.05E-05,3.26E-05
2009/4/24,0.001483813,0.000354769,0.000163445,4.91E-05
2009/4/27,0.000842301,0.000277115,7.73E-05,2.34E-05
2009/4/28,0.000555495,0.000179273,0.000133576,0.000100686
2009/4/29,0.000646675,0.000122911,6.88E-05,2.29E-05
2009/4/30,0.000699543,0.000178348,0.000107703,4.53E-05
2009/5/1,0.000417777,8.82E-05,4.30E-05,3.02E-06
2009/5/4,0.000599294,0.000154122,8.00E-05,1.21E-05
2009/5/5,0.000596908,0.000102622,5.03E-05,1.46E-05
2009/5/6,0.000652869,0.000110252,5.68E-05,1.96E-05
2009/5/7,0.00067976,0.000110973,6.45E-05,1.51E-05
2009/5/8,0.000920767,0.00023122,0.000104136,3.50E-05
2009/5/11,0.000664635,0.00012371,6.58E-05,3.07E-05
2009/5/12,0.000625477,8.78E-05,4.95E-05,1.69E-05
2009/5/13,0.000617777,0.00014192,6.25E-05,1.40E-05
2009/5/14,0.000587214,0.000112731,7.41E-05,4.16E-05
2009/5/15,0.000507797,9.96E-05,4.40E-05,2.01E-05
2009/5/18,0.000521756,0.00011579,7.29E-05,3.44E-05
2009/5/19,0.000483088,7.67E-05,3.10E-05,5.29E-06
2009/5/20,0.000705004,0.000128793,9.28E-05,3.75E-05
2009/5/21,0.000607663,0.00012753,6.29E-05,2.97E-05
2009/5/22,0.0004896,9.31E-05,5.42E-05,2.02E-05
2009/5/26,0.000791093,0.000267367,0.00016824,0.000123261
2009/5/27,0.000550922,0.000131991,7.84E-05,3.02E-05
2009/5/28,0.000796705,0.00012107,6.45E-05,1.31E-05
2009/5/29,0.000558273,0.000163708,8.96E-05,3.06E-05
2009/6/1,0.000827342,0.000211457,5.95E-05,1.83E-05
2009/6/2,0.000785092,0.000254821,0.000140301,9.92E-05
2009/6/3,0.000545538,9.75E-05,3.42E-05,1.22E-05
2009/6/4,0.000548205,0.000117619,6.69E-05,1.21E-05
2009/6/5,0.000743056,0.000135464,7.00E-05,2.28E-05
2009/6/8,0.0004941,0.000111597,4.14E-05,2.00E-05
2009/6/9,0.00036023,8.17E-05,3.52E-05,1.23E-05
2009/6/10,0.00062562,8.58E-05,3.48E-05,1.76E-05
2009/6/11,0.000531686,0.000106476,5.25E-05,7.65E-06
2009/6/12,0.000503122,0.0001226,6.99E-05,1.77E-05
2009/6/15,0.000445506,0.000103147,4.28E-05,2.27E-05
2009/6/16,0.000448778,8.52E-05,5.09E-05,1.90E-05
2009/6/17,0.000880163,0.000144893,8.38E-05,2.78E-05
2009/6/18,0.000464477,7.23E-05,3.06E-05,1.71E-05
2009/6/19,0.000364727,0.000115821,1.94E-05,7.07E-06
2009/6/22,0.000409258,8.36E-05,3.84E-05,1.40E-05
2009/6/23,0.000611473,9.49E-05,4.75E-05,2.54E-05
2009/6/24,0.000665545,0.000160412,7.58E-05,1.78E-05
2009/6/25,0.000447065,5.53E-05,3.50E-05,4.20E-06
2009/6/26,0.000508099,9.68E-05,3.82E-05,1.44E-05
2009/6/29,0.000393566,0.000108744,3.75E-05,1.57E-05
2009/6/30,0.000427747,0.000113089,8.40E-05,4.52E-05
2009/7/1,0.000323509,5.51E-05,3.61E-05,2.16E-05
2009/7/2,0.000526588,6.07E-05,4.09E-05,5.08E-06
2009/7/6,0.000397277,7.27E-05,3.06E-05,1.17E-05
2009/7/7,0.000404162,0.000106331,7.36E-05,1.49E-05
2009/7/8,0.00055472,0.000149818,6.42E-05,2.67E-05
2009/7/9,0.000465728,0.000127566,9.38E-05,6.32E-06
2009/7/10,0.000493227,0.000128439,4.90E-05,1.04E-05
2009/7/13,0.000561031,0.0001162,7.16E-05,3.27E-05
2009/7/14,0.000365241,8.29E-05,5.28E-05,8.21E-06
2009/7/15,0.000229265,3.45E-05,1.43E-05,3.81E-06
2009/7/16,0.000299582,6.07E-05,3.44E-05,1.88E-05
2009/7/17,0.00032889,8.35E-05,3.96E-05,1.39E-05
2009/7/20,0.000279165,5.06E-05,2.68E-05,3.93E-06
2009/7/21,0.000388483,9.85E-05,5.49E-05,1.44E-05
2009/7/22,0.000330168,7.06E-05,3.63E-05,1.09E-05
2009/7/23,0.000465732,9.17E-05,5.64E-05,1.25E-05
2009/7/24,0.000659723,9.96E-05,3.66E-05,2.06E-05
2009/7/27,0.000384654,0.000112496,3.40E-05,1.63E-05
2009/7/28,0.000375764,8.58E-05,4.23E-05,2.80E-05
2009/7/29,0.000450322,0.000121737,4.26E-05,1.54E-05
2009/7/30,0.000231614,5.41E-05,3.60E-05,8.99E-06
2009/7/31,0.000279209,7.36E-05,4.78E-05,2.13E-05
2009/8/3,0.000420211,7.06E-05,5.06E-05,1.44E-05
2009/8/4,0.000251667,6.98E-05,3.55E-05,6.78E-06
2009/8/5,0.000255165,6.73E-05,3.77E-05,8.86E-06
2009/8/6,0.000390295,7.86E-05,3.67E-05,7.18E-06
2009/8/7,0.00043377,6.79E-05,2.96E-05,1.37E-05
2009/8/10,0.000224106,3.17E-05,1.58E-05,9.58E-06
2009/8/11,0.000214051,5.42E-05,3.10E-05,1.41E-05
2009/8/12,0.00030062,8.41E-05,2.67E-05,5.73E-06
2009/8/13,0.000298026,4.94E-05,3.06E-05,1.42E-05
2009/8/14,0.000288098,5.23E-05,2.85E-05,1.73E-05
2009/8/17,0.000274301,5.65E-05,2.01E-05,8.60E-06
2009/8/18,0.000227258,5.19E-05,1.24E-05,6.22E-06
2009/8/19,0.000295088,7.11E-05,4.10E-05,1.86E-05
2009/8/20,0.000189212,3.54E-05,1.88E-05,9.97E-06
2009/8/21,0.000203023,5.90E-05,3.49E-05,1.90E-05
2009/8/24,0.000188841,3.37E-05,1.55E-05,5.95E-06
2009/8/25,0.000296556,0.000125643,8.44E-05,6.92E-05
2009/8/26,0.000281262,7.37E-05,4.18E-05,2.68E-05
2009/8/27,0.000179434,3.68E-05,1.92E-05,6.48E-06
2009/8/28,0.000187853,4.76E-05,2.54E-05,9.17E-06
2009/8/31,0.00022502,6.98E-05,5.27E-05,1.62E-05
2009/9/1,0.000385273,9.69E-05,6.09E-05,1.51E-05
2009/9/2,0.000357845,8.67E-05,5.44E-05,9.25E-06
2009/9/3,0.00024269,3.96E-05,1.61E-05,3.52E-06
2009/9/4,0.000235795,3.89E-05,2.46E-05,6.97E-06
2009/9/8,0.000217175,3.49E-05,1.83E-05,1.08E-05
