Date,OT,RV_5min,RV_10min,RV_30min
2008/2/19,0.000371757,6.93E-05,4.37E-05,2.81E-05
2008/2/20,0.000510835,0.000128208,6.46E-05,2.77E-05
2008/2/21,0.00044371,0.000137608,8.47E-05,4.22E-05
2008/2/22,0.000747307,0.00012734,3.57E-05,1.16E-05
2008/2/25,0.000788086,0.000169865,5.20E-05,2.60E-05
2008/2/26,0.000752056,0.00016907,8.08E-05,1.48E-05
2008/2/27,0.000673821,0.000123772,7.31E-05,1.65E-05
2008/2/28,0.000460533,0.000130506,5.06E-05,2.14E-05
2008/2/29,0.000564835,0.000118102,6.71E-05,2.35E-05
2008/3/3,0.0008778,0.000179144,4.92E-05,1.54E-05
2008/3/4,0.001277491,0.000221809,9.30E-05,1.56E-05
2008/3/5,0.000604167,9.70E-05,5.00E-05,3.04E-05
2008/3/6,0.000824868,0.00018548,0.000102471,5.32E-05
2008/3/7,0.000795739,0.000129397,5.97E-05,1.06E-05
2008/3/10,0.000532867,7.88E-05,4.93E-05,2.35E-05
2008/3/11,0.000601445,0.000110953,4.44E-05,1.53E-05
2008/3/12,0.00052306,0.000127649,8.06E-05,1.52E-05
2008/3/13,0.000739189,0.000203903,8.15E-05,2.29E-05
2008/3/14,0.001392997,0.000379571,0.000110209,5.97E-05
2008/3/17,0.000873573,0.000219406,0.000102386,1.32E-05
2008/3/18,0.000586813,0.000108858,4.40E-05,9.00E-06
2008/3/19,0.000617737,0.000154832,8.69E-05,2.04E-05
2008/3/20,0.000357266,9.14E-05,5.05E-05,1.79E-05
2008/3/24,0.000448889,8.88E-05,3.90E-05,9.69E-06
2008/3/25,0.000423017,9.46E-05,4.04E-05,2.85E-05
2008/3/26,0.000458694,0.000104179,5.31E-05,1.29E-05
2008/3/27,0.000498925,5.82E-05,2.61E-05,5.55E-06
2008/3/28,0.000341767,6.73E-05,3.51E-05,3.72E-06
2008/3/31,0.000356027,7.55E-05,2.86E-05,4.08E-06
2008/4/1,0.000293848,6.67E-05,3.57E-05,1.43E-05
2008/4/2,0.000433346,8.68E-05,4.42E-05,2.46E-05
2008/4/3,0.000452185,0.000110105,6.19E-05,1.61E-05
2008/4/4,0.000392732,0.000102961,2.51E-05,6.36E-06
2008/4/7,0.000378123,7.35E-05,4.49E-05,1.59E-05
2008/4/8,0.000361615,9.18E-05,6.56E-05,2.65E-05
2008/4/9,0.00034397,8.59E-05,5.46E-05,3.39E-05
2008/4/10,0.000301128,6.11E-05,2.95E-05,1.12E-05
2008/4/11,0.000372191,0.00010352,6.85E-05,1.83E-05
2008/4/14,0.000431233,8.45E-05,4.26E-05,8.13E-06
2008/4/15,0.00027034,5.25E-05,3.83E-05,1.10E-05
2008/4/16,0.000222174,4.95E-05,2.40E-05,6.57E-06
2008/4/17,0.000289063,6.40E-05,3.35E-05,1.66E-05
2008/4/18,0.00024213,5.23E-05,2.72E-05,4.35E-06
2008/4/21,0.000246165,5.65E-05,2.44E-05,9.90E-06
2008/4/22,0.000639015,0.000112143,7.19E-05,2.89E-05
2008/4/23,0.000301329,7.93E-05,2.88E-05,1.32E-05
2008/4/24,0.000939875,0.000226826,0.000130147,2.25E-05
2008/4/25,0.000445159,0.00015177,3.75E-05,6.79E-06
2008/4/28,0.000275455,6.79E-05,3.73E-05,9.37E-06
2008/4/29,0.000243985,6.25E-05,3.75E-05,1.51E-05
2008/4/30,0.000423474,8.83E-05,5.14E-05,8.27E-06
2008/5/1,0.000235829,2.97E-05,1.78E-05,6.21E-06
2008/5/2,0.000438227,8.31E-05,4.65E-05,2.26E-05
2008/5/5,0.00030343,6.35E-05,2.81E-05,1.24E-05
2008/5/6,0.000255454,4.72E-05,2.28E-05,7.57E-06
2008/5/7,0.000376142,6.47E-05,3.93E-05,1.53E-05
2008/5/8,0.000241683,6.38E-05,3.52E-05,1.66E-05
2008/5/9,0.000212839,4.36E-05,1.85E-05,4.39E-06
2008/5/12,0.000236466,6.51E-05,3.90E-05,1.78E-05
2008/5/13,0.000173948,2.52E-05,1.28E-05,3.65E-06
2008/5/14,0.000241896,7.32E-05,3.50E-05,1.09E-05
2008/5/15,0.000389273,7.45E-05,4.03E-05,8.06E-06
2008/5/16,0.000200598,4.61E-05,1.88E-05,4.29E-06
2008/5/19,0.000397377,8.99E-05,3.47E-05,1.01E-05
2008/5/20,0.000451409,9.84E-05,2.69E-05,1.27E-05
2008/5/21,0.000729156,0.000121455,7.05E-05,2.90E-05
2008/5/22,0.000845727,0.000101078,5.54E-05,2.02E-05
2008/5/23,0.000424631,9.50E-05,4.82E-05,1.18E-05
2008/5/27,0.000185019,4.42E-05,1.53E-05,4.16E-06
2008/5/28,0.000237936,4.90E-05,1.74E-05,3.48E-06
2008/5/29,0.000229551,3.81E-05,2.32E-05,1.50E-05
2008/5/30,9.53E-05,1.71E-05,8.14E-06,3.36E-06
2008/6/2,0.000232242,4.24E-05,2.57E-05,4.14E-06
2008/6/3,0.000353892,0.000111311,3.76E-05,2.27E-05
2008/6/4,0.00032758,6.20E-05,2.67E-05,8.86E-06
2008/6/5,0.000167543,2.82E-05,1.40E-05,3.13E-06
2008/6/6,0.000342756,7.16E-05,3.52E-05,1.22E-05
2008/6/9,0.002016187,0.000408559,0.000136609,2.64E-05
2008/6/10,0.000530757,8.10E-05,5.01E-05,9.90E-06
2008/6/11,0.000439111,9.99E-05,5.24E-05,1.60E-05
2008/6/12,0.000871215,0.000155667,9.64E-05,1.73E-05
2008/6/13,0.002367647,0.001207227,0.000137116,4.45E-05
2008/6/16,0.000526565,0.000128088,5.50E-05,1.38E-05
2008/6/17,0.000324766,6.21E-05,2.37E-05,4.95E-06
2008/6/18,0.000360357,4.95E-05,2.75E-05,1.19E-05
2008/6/19,0.000469461,9.39E-05,5.36E-05,2.05E-05
2008/6/20,0.000360776,5.79E-05,2.59E-05,9.41E-06
2008/6/23,0.00048222,8.47E-05,5.19E-05,7.14E-06
2008/6/24,0.000399596,8.35E-05,5.60E-05,3.61E-05
2008/6/25,0.000283965,5.74E-05,2.81E-05,1.34E-05
2008/6/26,0.000473153,0.000110598,5.45E-05,1.93E-05
2008/6/27,0.000726067,0.000143495,7.04E-05,2.17E-05
2008/6/30,0.000557091,8.56E-05,2.73E-05,1.18E-05
2008/7/1,0.000736536,0.000170999,9.09E-05,4.54E-05
2008/7/2,0.000656654,9.60E-05,3.33E-05,1.22E-05
2008/7/3,0.000733189,0.000160289,9.12E-05,6.98E-05
2008/7/7,0.000553012,0.000120474,7.94E-05,4.15E-05
2008/7/8,0.00057346,0.000138218,7.74E-05,2.75E-05
2008/7/9,0.000466653,0.000105355,4.55E-05,2.02E-05
2008/7/10,0.000832449,0.000190809,5.95E-05,2.83E-05
2008/7/11,0.001108073,0.000191184,8.80E-05,2.60E-05
2008/7/14,0.000775803,0.000154615,7.60E-05,2.45E-05
2008/7/15,0.00143099,0.000227259,0.000112386,5.35E-05
2008/7/16,0.000557557,0.000124058,6.00E-05,1.13E-05
2008/7/17,0.00035355,8.51E-05,4.30E-05,2.11E-05
2008/7/18,0.000383592,5.73E-05,2.10E-05,5.33E-06
2008/7/21,0.000605785,0.000109772,4.82E-05,4.79E-06
2008/7/22,0.001123793,0.000249252,0.000108631,1.94E-05
2008/7/23,0.000853218,0.000306762,0.000241748,8.89E-05
2008/7/24,0.000605124,0.000154781,7.45E-05,2.94E-05
2008/7/25,0.000372,6.83E-05,3.06E-05,5.73E-06
2008/7/28,0.000455752,0.000103812,3.50E-05,1.19E-05
2008/7/29,0.000526851,0.000104347,7.06E-05,2.46E-05
2008/7/30,0.000437613,8.03E-05,4.44E-05,1.08E-05
2008/7/31,0.000475275,7.27E-05,2.65E-05,7.92E-06
2008/8/1,0.000429266,8.83E-05,4.89E-05,2.59E-05
2008/8/4,0.00044276,7.06E-05,3.26E-05,1.23E-05
2008/8/5,0.000284936,5.68E-05,2.69E-05,8.40E-06
2008/8/6,0.000416899,0.000102599,4.98E-05,1.86E-05
2008/8/7,0.000446361,8.57E-05,4.62E-05,2.56E-05
2008/8/8,0.000216033,3.69E-05,1.63E-05,4.46E-06
2008/8/11,0.000371467,6.28E-05,3.09E-05,1.31E-05
2008/8/12,0.000409931,7.04E-05,3.11E-05,1.07E-05
2008/8/13,0.000452219,8.64E-05,3.87E-05,1.35E-05
2008/8/14,0.000279938,6.70E-05,2.19E-05,5.70E-06
2008/8/15,0.000248709,5.92E-05,3.28E-05,7.62E-06
2008/8/18,0.000314412,8.10E-05,4.65E-05,1.11E-05
2008/8/19,0.00029218,8.86E-05,4.15E-05,1.75E-05
2008/8/20,0.000287426,6.88E-05,3.40E-05,1.02E-05
2008/8/21,0.000279125,5.30E-05,3.05E-05,3.74E-06
2008/8/22,0.000167105,4.80E-05,2.74E-05,6.79E-06
2008/8/25,0.000202024,4.60E-05,2.58E-05,9.26E-06
2008/8/26,0.000198693,5.98E-05,2.75E-05,9.51E-06
2008/8/27,0.000174724,3.60E-05,2.32E-05,3.67E-06
2008/8/28,0.000185515,3.26E-05,1.85E-05,6.21E-06
2008/8/29,0.000218687,3.92E-05,2.39E-05,8.24E-06
2008/9/2,0.000483445,0.000105364,3.74E-05,5.60E-06
2008/9/3,0.000545874,0.000111736,7.24E-05,2.29E-05
2008/9/4,0.0005787,0.000124486,3.35E-05,1.32E-05
2008/9/5,0.000867578,0.000236462,0.000122465,3.70E-05
2008/9/8,0.00175171,0.000442966,0.000245221,0.000133081
2008/9/9,0.001651897,0.000371249,0.000174432,4.02E-05
2008/9/10,0.001063205,0.000170563,6.79E-05,2.47E-05
2008/9/11,0.000947552,0.000265737,0.000161858,4.75E-05
2008/9/12,0.000771985,0.000196355,0.000111129,2.90E-05
2008/9/15,0.001435999,0.00026295,0.000118615,3.84E-05
2008/9/16,0.003027954,0.000542277,0.000266828,9.14E-05
2008/9/17,0.002943687,0.000433147,0.000202685,8.18E-05
2008/9/18,0.00461964,0.000971092,0.000530545,0.000169762
2008/9/19,0.00184297,0.000322683,0.000145693,2.71E-05
2008/9/22,0.000895679,0.000206653,0.000110846,3.45E-05
2008/9/23,0.001683589,0.000404167,0.000239641,8.14E-05
2008/9/24,0.001315589,0.000361988,0.000159449,5.10E-05
2008/9/25,0.000715349,0.000155744,8.80E-05,3.03E-05
2008/9/26,0.00170173,0.000367195,0.000201862,5.00E-05
2008/9/29,0.00888547,0.002146759,0.001441467,0.000100599
2008/9/30,0.001585178,0.000286844,0.000159582,2.49E-05
2008/10/1,0.002138776,0.000261201,0.000149695,8.90E-05
2008/10/2,0.002711385,0.000610242,0.000388917,0.000169093
2008/10/3,0.012140334,0.001959697,0.001075598,0.000238603
2008/10/6,0.006282973,0.001155088,0.000648625,0.000247807
2008/10/7,0.005732509,0.0014102,0.000626321,0.000259982
2008/10/8,0.008237001,0.001686999,0.000668885,0.000301913
2008/10/9,0.005359298,0.00128561,0.000458627,0.000117453
2008/10/10,0.012769205,0.003756618,0.002935748,0.00052235
2008/10/13,0.001944846,0.000364067,0.000154956,3.68E-05
2008/10/14,0.004627412,0.001048296,0.000624412,0.000214567
2008/10/15,0.003381171,0.000798933,0.000340418,0.00016144
2008/10/16,0.006329592,0.001417464,0.000820368,0.000410021
2008/10/17,0.003002486,0.000455304,0.000227532,0.000125064
2008/10/20,0.002117725,0.000447653,0.000218587,0.000113097
2008/10/21,0.001496828,0.000282022,0.000146452,6.56E-05
2008/10/22,0.00273886,0.000553187,0.000333966,0.000148631
2008/10/23,0.003921737,0.000576381,0.00031407,0.000100388
2008/10/24,0.003732824,0.000637915,0.000391261,0.000197708
2008/10/27,0.002127116,0.000364586,0.000135768,4.14E-05
2008/10/28,0.001936618,0.00044195,0.000173077,5.35E-05
2008/10/29,0.003172636,0.000735635,0.000475652,8.07E-05
2008/10/30,0.001485527,0.00028454,0.000102734,3.40E-05
2008/10/31,0.001489817,0.00029908,0.000123188,4.65E-05
2008/11/3,0.000838288,0.000163686,7.51E-05,2.23E-05
2008/11/4,0.000929823,0.000174006,7.63E-05,1.22E-05
2008/11/5,0.000914736,0.000190643,0.000117239,3.11E-05
2008/11/6,0.001680002,0.000441987,0.000226809,0.000150083
2008/11/7,0.001655863,0.000382833,0.000139127,6.88E-05
2008/11/10,0.001571428,0.000404701,0.000225585,6.51E-05
2008/11/11,0.001579479,0.000350568,0.000172439,2.60E-05
2008/11/12,0.001171613,0.000194753,0.000119288,1.33E-05
2008/11/13,0.003325438,0.000614749,0.000320397,8.56E-05
2008/11/14,0.00175801,0.000383026,0.000140478,2.51E-05
2008/11/17,0.001687236,0.000310977,9.95E-05,3.14E-05
2008/11/18,0.001435483,0.000319088,0.000159371,5.71E-05
2008/11/19,0.001315065,0.000301827,0.000135234,3.36E-05
2008/11/20,0.003842199,0.000606384,0.000308882,9.30E-05
2008/11/21,0.002644992,0.000529967,0.000207719,7.30E-05
2008/11/24,0.00208484,0.000429863,0.000207612,5.42E-05
2008/11/25,0.001989882,0.000449419,0.000270935,6.04E-05
2008/11/26,0.001253073,0.000268812,0.000132052,3.50E-05
2008/11/28,0.000548231,9.60E-05,5.95E-05,2.86E-05
2008/12/1,0.000846575,0.000131748,6.36E-05,1.96E-05
2008/12/2,0.001597753,0.00029698,0.000166858,3.40E-05
2008/12/3,0.001589067,0.000362098,0.00015682,6.16E-05
2008/12/4,0.001678483,0.000302864,8.57E-05,3.41E-05
2008/12/5,0.001284004,0.000301805,0.000136683,3.09E-05
2008/12/8,0.000946143,0.000234197,7.15E-05,2.08E-05
2008/12/9,0.001178739,0.0002449,0.000139566,4.61E-05
2008/12/10,0.000953385,0.000241871,0.000103995,1.75E-05
2008/12/11,0.001019617,0.0002354,8.68E-05,2.03E-05
2008/12/12,0.001549993,0.000350111,0.000221297,5.79E-05
2008/12/15,0.000750174,0.000184148,9.59E-05,4.20E-05
2008/12/16,0.000938777,0.00016218,8.01E-05,2.25E-05
2008/12/17,0.0008207,0.000122314,7.41E-05,2.45E-05
2008/12/18,0.000559681,0.000102099,2.83E-05,1.63E-05
2008/12/19,0.000401583,7.35E-05,4.59E-05,2.17E-05
2008/12/22,0.000665263,0.000146711,8.82E-05,1.07E-05
2008/12/23,0.000521062,0.000107334,5.70E-05,2.42E-05
2008/12/24,0.000183772,4.23E-05,1.70E-05,3.70E-06
2008/12/26,0.000290425,4.95E-05,2.80E-05,5.77E-06
2008/12/29,0.000280213,5.60E-05,3.34E-05,1.42E-05
2008/12/30,0.00087381,0.00013425,8.76E-05,2.49E-05
2008/12/31,0.000345345,6.72E-05,4.39E-05,1.94E-05
2009/1/2,0.000391595,5.69E-05,3.30E-05,8.63E-06
2009/1/5,0.000706708,0.000172407,7.26E-05,2.19E-05
2009/1/6,0.000767378,0.000141016,7.38E-05,3.29E-05
2009/1/7,0.000580829,9.89E-05,3.93E-05,1.73E-05
2009/1/8,0.000611928,0.000102445,3.97E-05,8.52E-06
2009/1/9,0.000518194,0.000140908,8.30E-05,3.54E-05
2009/1/12,0.00045297,0.000127376,5.62E-05,9.96E-06
2009/1/13,0.000597683,0.000118036,6.92E-05,2.57E-05
2009/1/14,0.000532085,9.14E-05,5.40E-05,2.31E-05
2009/1/15,0.001257823,0.000258053,0.000131436,5.93E-05
2009/1/16,0.001059814,0.00020539,0.000122593,4.52E-05
2009/1/20,0.000909172,0.000221226,0.000144428,8.02E-05
2009/1/21,0.000675449,0.000130833,6.13E-05,1.96E-05
2009/1/22,0.001238974,0.000207206,0.000128785,5.57E-05
2009/1/23,0.000819836,0.000222476,0.000147551,4.94E-05
2009/1/26,0.000554686,0.000112025,6.17E-05,3.80E-05
2009/1/27,0.00033106,0.000100773,3.37E-05,1.27E-05
2009/1/28,0.00043599,0.000112113,5.41E-05,3.56E-05
2009/1/29,0.000380219,7.25E-05,4.49E-05,1.85E-05
2009/1/30,0.0004331,0.00011323,7.27E-05,3.16E-05
2009/2/2,0.000555208,0.000128533,5.42E-05,2.99E-05
2009/2/3,0.000417747,0.00010368,6.09E-05,2.64E-05
2009/2/4,0.000428911,9.56E-05,3.89E-05,8.21E-06
2009/2/5,0.000477836,7.93E-05,5.28E-05,1.80E-05
2009/2/6,0.000318254,7.14E-05,4.04E-05,1.19E-05
2009/2/9,0.000356885,7.73E-05,4.38E-05,1.37E-05
2009/2/10,0.000669807,0.000129836,6.09E-05,3.17E-05
2009/2/11,0.00065726,0.000150397,8.79E-05,3.67E-05
2009/2/12,0.000791116,0.000175901,6.18E-05,2.64E-05
2009/2/13,0.000437963,9.28E-05,3.36E-05,1.41E-05
2009/2/17,0.000567923,0.000106134,6.17E-05,4.67E-05
2009/2/18,0.000627796,0.000176405,0.000124136,3.00E-05
2009/2/19,0.000544978,0.000102699,3.71E-05,9.96E-06
2009/2/20,0.000644492,0.000154156,4.64E-05,1.05E-05
2009/2/23,0.000720525,0.000185387,0.000119619,4.90E-05
2009/2/24,0.000609298,0.000130189,5.26E-05,1.86E-05
2009/2/25,0.000832006,0.000171309,7.08E-05,1.64E-05
2009/2/26,0.00074988,0.000188359,0.000118518,5.24E-05
2009/2/27,0.001177112,0.000303444,6.72E-05,2.94E-05
2009/3/2,0.000902866,0.000178801,7.06E-05,1.83E-05
2009/3/3,0.001053107,0.000224978,0.000127696,3.05E-05
2009/3/4,0.000610883,0.000132771,7.21E-05,3.66E-05
2009/3/5,0.000843743,0.00019131,9.06E-05,6.93E-06
2009/3/6,0.001657464,0.000264965,0.000124809,2.09E-05
2009/3/9,0.00124652,0.000227524,0.000120853,6.55E-05
2009/3/10,0.000763987,0.000156123,8.29E-05,3.72E-05
2009/3/11,0.000781564,0.00017788,7.67E-05,3.30E-05
2009/3/12,0.000736134,0.0001723,4.46E-05,1.27E-05
2009/3/13,0.000574509,0.000128454,4.22E-05,7.03E-06
2009/3/16,0.000654421,0.000113506,5.32E-05,2.51E-05
2009/3/17,0.000672206,0.000125094,4.09E-05,1.48E-05
2009/3/18,0.001018476,0.000157921,3.98E-05,1.69E-05
2009/3/19,0.000736837,9.48E-05,6.38E-05,1.26E-05
2009/3/20,0.000348305,7.41E-05,4.09E-05,1.05E-05
2009/3/23,0.000530914,8.93E-05,4.92E-05,2.64E-05
2009/3/24,0.000542086,0.00012558,5.14E-05,1.42E-05
2009/3/25,0.000750163,0.00014969,4.88E-05,1.74E-05
2009/3/26,0.000510229,6.93E-05,3.42E-05,1.41E-05
2009/3/27,0.000393952,0.00010257,4.36E-05,2.08E-05
2009/3/30,0.000451603,7.93E-05,4.87E-05,1.75E-05
2009/3/31,0.000376086,8.73E-05,4.40E-05,1.81E-05
2009/4/1,0.000384534,0.000108009,2.70E-05,1.00E-05
2009/4/2,0.000502393,0.000111949,6.48E-05,2.01E-05
2009/4/3,0.000372705,7.09E-05,3.49E-05,1.57E-05
2009/4/6,0.000454666,0.00010319,5.69E-05,8.47E-06
2009/4/7,0.000339967,8.26E-05,5.10E-05,1.16E-05
2009/4/8,0.000335106,6.29E-05,3.23E-05,1.02E-05
2009/4/9,0.000195172,6.36E-05,2.83E-05,1.08E-05
2009/4/13,0.000302757,6.68E-05,3.65E-05,1.14E-05
2009/4/14,0.000300575,4.45E-05,2.12E-05,7.55E-06
2009/4/15,0.000406697,9.71E-05,6.48E-05,4.27E-05
2009/4/16,0.000326762,7.59E-05,2.85E-05,7.32E-06
2009/4/17,0.000270248,4.70E-05,1.94E-05,6.69E-06
2009/4/20,0.000327902,9.02E-05,5.84E-05,3.26E-05
2009/4/21,0.000392519,9.74E-05,5.98E-05,6.94E-06
2009/4/22,0.000544483,0.00013652,5.99E-05,2.45E-05
2009/4/23,0.000828075,0.000152792,8.21E-05,3.33E-05
2009/4/24,0.000464601,8.66E-05,4.59E-05,2.19E-05
2009/4/27,0.000340691,7.77E-05,4.57E-05,9.09E-06
2009/4/28,0.000273057,6.81E-05,3.59E-05,8.83E-06
2009/4/29,0.000296547,7.01E-05,4.12E-05,1.82E-05
2009/4/30,0.000315459,8.64E-05,3.85E-05,1.60E-05
2009/5/1,0.000196337,4.15E-05,2.27E-05,6.57E-06
2009/5/4,0.000197066,3.99E-05,2.67E-05,1.07E-05
2009/5/5,0.000214783,4.53E-05,2.21E-05,4.91E-06
2009/5/6,0.000370617,5.15E-05,2.51E-05,7.79E-06
2009/5/7,0.000356608,8.73E-05,4.15E-05,7.31E-06
2009/5/8,0.000532127,8.83E-05,5.06E-05,2.56E-05
2009/5/11,0.000294201,5.37E-05,2.50E-05,1.26E-05
2009/5/12,0.000420044,8.74E-05,4.82E-05,1.40E-05
2009/5/13,0.000414261,0.00010543,6.17E-05,3.70E-05
2009/5/14,0.000303328,6.74E-05,2.98E-05,1.39E-05
2009/5/15,0.000290571,7.35E-05,3.00E-05,7.00E-06
2009/5/18,0.000413638,0.000106669,7.02E-05,1.72E-05
2009/5/19,0.000241197,4.27E-05,1.79E-05,4.48E-06
2009/5/20,0.000415484,0.000107656,8.05E-05,3.47E-05
2009/5/21,0.000362472,7.25E-05,4.40E-05,2.49E-05
2009/5/22,0.000302812,4.68E-05,2.32E-05,1.39E-05
2009/5/26,0.000356411,0.000107862,5.48E-05,4.54E-05
2009/5/27,0.000388551,5.57E-05,2.60E-05,8.22E-06
2009/5/28,0.000345762,8.32E-05,4.13E-05,2.09E-05
2009/5/29,0.000228693,6.04E-05,3.19E-05,6.12E-06
2009/6/1,0.00017978,3.03E-05,1.53E-05,1.01E-05
2009/6/2,0.000261307,8.29E-05,3.67E-05,1.90E-05
2009/6/3,0.000213956,4.67E-05,2.09E-05,4.84E-06
2009/6/4,0.000220127,3.46E-05,1.20E-05,1.65E-06
2009/6/5,0.000310546,5.39E-05,2.13E-05,5.58E-06
2009/6/8,0.000482456,0.000137063,8.78E-05,4.76E-05
2009/6/9,0.00029917,5.99E-05,2.04E-05,1.03E-05
2009/6/10,0.000279689,4.47E-05,1.77E-05,4.06E-06
2009/6/11,0.000345543,7.37E-05,3.60E-05,1.98E-05
2009/6/12,0.000173526,5.01E-05,2.66E-05,1.42E-05
2009/6/15,0.000323663,5.64E-05,3.36E-05,2.19E-05
2009/6/16,0.000194888,3.63E-05,2.21E-05,5.83E-06
2009/6/17,0.000465371,7.22E-05,4.12E-05,1.15E-05
2009/6/18,0.000193893,3.60E-05,1.66E-05,5.48E-06
2009/6/19,0.000149983,3.47E-05,2.27E-05,4.14E-06
2009/6/22,0.000364322,4.85E-05,2.21E-05,1.17E-05
2009/6/23,0.000449526,5.86E-05,3.56E-05,1.30E-05
2009/6/24,0.00021797,4.58E-05,1.96E-05,6.68E-06
2009/6/25,0.000215095,4.18E-05,1.74E-05,4.01E-06
2009/6/26,0.000140092,2.26E-05,1.00E-05,2.08E-06
2009/6/29,0.000185956,3.17E-05,9.33E-06,2.75E-06
2009/6/30,0.000138207,3.30E-05,2.22E-05,7.91E-06
2009/7/1,0.000111889,1.93E-05,9.72E-06,4.72E-06
2009/7/2,0.000143986,2.03E-05,1.20E-05,6.70E-06
2009/7/6,0.000209009,4.76E-05,2.25E-05,7.52E-06
2009/7/7,0.000207705,4.44E-05,2.28E-05,6.68E-06
2009/7/8,0.000471173,0.000158787,0.000117224,0.000103856
2009/7/9,0.000307731,4.99E-05,2.75E-05,1.59E-05
2009/7/10,0.000223976,4.56E-05,2.26E-05,4.88E-06
2009/7/13,0.000227001,4.64E-05,2.01E-05,4.43E-06
2009/7/14,0.00020913,3.29E-05,1.58E-05,5.37E-06
2009/7/15,0.000105686,2.90E-05,1.46E-05,5.58E-06
2009/7/16,0.000178633,2.93E-05,1.66E-05,4.15E-06
2009/7/17,8.71E-05,1.88E-05,1.40E-05,3.55E-06
2009/7/20,0.000300661,6.18E-05,4.44E-05,1.21E-05
2009/7/21,0.000197583,4.11E-05,2.46E-05,1.16E-05
2009/7/22,0.000279601,6.10E-05,3.90E-05,6.92E-06
2009/7/23,0.00019426,5.03E-05,1.44E-05,8.07E-06
2009/7/24,0.000212766,4.93E-05,1.71E-05,9.15E-06
2009/7/27,0.000183786,3.82E-05,2.64E-05,9.26E-06
2009/7/28,0.000148543,3.54E-05,2.14E-05,1.04E-05
2009/7/29,0.000161955,3.18E-05,1.34E-05,4.44E-06
2009/7/30,0.000132373,2.99E-05,1.58E-05,6.33E-06
2009/7/31,0.000137349,3.12E-05,2.02E-05,6.13E-06
2009/8/3,0.000156483,3.27E-05,1.94E-05,1.21E-05
2009/8/4,0.000103473,1.94E-05,1.04E-05,3.02E-06
2009/8/5,0.000150598,2.99E-05,1.21E-05,2.62E-06
2009/8/6,0.000129163,2.26E-05,9.80E-06,5.87E-07
2009/8/7,0.000111088,1.73E-05,7.31E-06,1.81E-06
2009/8/10,0.000120412,2.29E-05,1.27E-05,5.33E-06
2009/8/11,0.000107001,2.21E-05,1.27E-05,6.83E-06
2009/8/12,0.000147014,2.88E-05,1.32E-05,5.52E-06
2009/8/13,0.000137239,2.75E-05,1.92E-05,2.22E-06
2009/8/14,0.000108873,3.44E-05,1.11E-05,7.72E-06
2009/8/17,0.000111331,2.48E-05,8.10E-06,3.06E-06
2009/8/18,0.000113032,2.20E-05,8.71E-06,1.74E-06
2009/8/19,8.66E-05,2.11E-05,8.86E-06,3.75E-06
2009/8/20,5.16E-05,1.57E-05,7.31E-06,3.13E-06
2009/8/21,7.09E-05,1.52E-05,6.98E-06,5.00E-06
2009/8/24,0.000100117,1.90E-05,1.06E-05,3.48E-06
2009/8/25,9.24E-05,2.00E-05,1.13E-05,6.77E-06
2009/8/26,0.000184915,0.0001128,0.000101928,9.76E-05
2009/8/27,0.000207333,4.98E-05,2.89E-05,1.49E-05
2009/8/28,0.000220834,6.48E-05,4.61E-05,4.56E-06
